"added_by_id","added_at","artist","track_name","track_popularity","track_duration_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"riesgovictoria",2020-09-10,"The Clash","Lost in the Supermarket - Remastered",56,226.9,0.608,0.634,4,-11.24,1,0.0727,0.0568,0.00615,0.116,0.84,147.515,4
"1266464675",2020-09-10,"G. Love & Special Sauce","Baby's Got Sauce",49,234,0.8,0.532,11,-9.937,0,0.136,0.0873,0,0.17,0.863,140.156,4
"1294274344",2020-09-10,"Portugal. The Man","People Say",0,179.4,0.543,0.771,0,-5.91,1,0.029,0.0318,6.56e-06,0.779,0.68,79.965,4
"",2020-09-10,"Slipknot","Left Behind",61,241.5,0.229,0.994,6,-3.431,1,0.22,7.03e-05,0.00548,0.318,0.115,156.623,4
"fadedshadow589",2020-09-11,"The Darkness","I Believe in a Thing Called Love",68,217.7,0.442,0.846,4,-5.214,1,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,4
"riesgovictoria",2020-09-11,"Parquet Courts","Tenderness",0,186.1,0.716,0.736,7,-3.761,1,0.0363,0.165,0.000171,0.0746,0.945,98.005,4
"andrewjsa",2020-09-11,"Nate Daviau","Holy Sunday",4,256.2,0.718,0.578,4,-8.1,0,0.0407,0.285,0,0.0616,0.624,98.01,4
"",2020-09-11,"Attack Attack!","Stick Stickly",50,202.9,0.248,0.963,1,-4.146,0,0.187,0.00349,0.000301,0.277,0.151,140.059,4
"1266464675",2020-09-11,"Air","Playground Love",61,211.5,0.33,0.423,7,-10.504,0,0.0279,0.265,0.731,0.347,0.117,143.086,4
"fadedshadow589",2020-09-11,"Pale Waves","There’s A Honey",42,230.9,0.486,0.869,2,-4.013,1,0.045,0.000237,2.6e-05,0.0983,0.114,121.866,4
"1294274344",2020-09-11,"Spoon","My Little Japanese Cigarette Case",5,184,0.834,0.575,7,-8.716,1,0.0427,0.147,0.0107,0.0863,0.9,117.856,4
"riesgovictoria",2020-09-12,"Pond","Waiting Around For Grace",47,309.5,0.298,0.879,1,-5.084,0,0.0721,0.000284,2.33e-05,0.174,0.382,122.315,4
"andrewjsa",2020-09-12,"Nate Daviau","Little Conversation",2,183.2,0.545,0.698,4,-8.38,0,0.0349,0.00918,0,0.171,0.542,140.961,4
"1266464675",2020-09-12,"Ariel Pink","Baby",1,287.4,0.622,0.253,2,-14.36,1,0.0331,0.435,0.471,0.0941,0.336,92.584,4
"fadedshadow589",2020-09-12,"Great Lake Swimmers","Moving Pictures Silent Films",0,331.3,0.39,0.236,7,-14.022,1,0.0307,0.916,0.0391,0.307,0.143,128.174,3
"thetopher",2020-09-12,"Vangelis","Blade Runner Blues",51,534.4,0.182,0.0784,2,-26.043,1,0.0389,0.478,0.00263,0.137,0.0817,106.712,4
"",2020-09-12,"Dido","White Flag",54,240.6,0.509,0.538,5,-6.835,1,0.0379,0.306,5.03e-06,0.091,0.284,170.111,4
"",2020-09-13,"Simple Plan","Summer Paradise (feat. Sean Paul) - Single Version",49,234.8,0.421,0.822,2,-4.415,1,0.0542,0.0132,0,0.092,0.751,171.935,4
"1266464675",2020-09-13,"John Prine","In Spite of Ourselves (feat. Iris DeMent)",61,213.6,0.547,0.277,0,-11.327,1,0.0429,0.67,0,0.091,0.684,153.974,4
"riesgovictoria",2020-09-13,"Orville Peck","Roses Are Falling",0,185.8,0.593,0.42,0,-11.244,1,0.0357,0.824,0.292,0.111,0.546,98.094,3
"1294274344",2020-09-13,"John Prine","Your Flag Decal Won't Get You into Heaven Anymore",45,172.6,0.501,0.285,7,-15.378,1,0.0323,0.729,0,0.102,0.864,158.289,4
"fadedshadow589",2020-09-13,"Clay Walker","Rumor Has It",42,189.4,0.625,0.663,7,-10.258,1,0.0281,0.0369,0,0.161,0.737,123.019,4
"andrewjsa",2020-09-13,"Turnpike Troubadours","Unrung",53,187.6,0.612,0.59,7,-6.914,1,0.0263,0.106,0.00135,0.0949,0.494,117.014,4
"thetopher",2020-09-13,"Dustin Kensrue","Blood & Wine",36,119.8,0.444,0.765,4,-5.453,1,0.0443,0.16,1.82e-05,0.145,0.475,119.215,4
"thetopher",2020-09-14,"Iron Chic","Cutesy Monster Man",44,236.9,0.24,0.956,0,-6.619,1,0.0731,0.000686,7.55e-05,0.389,0.331,173.818,4
"1266464675",2020-09-14,"Pharoahe Monch","Simon Says",60,173.2,0.664,0.916,1,-3.888,1,0.473,0.17,1.67e-05,0.164,0.559,93.134,4
"22qazc7oehywxqtopsgnz4qkq",2020-09-14,"Hot Chelle Rae","I Like It Like That (feat. New Boyz)",64,188.2,0.742,0.784,1,-5.458,1,0.0552,0.0308,0,0.354,0.65,101.002,4
"fadedshadow589",2020-09-14,"Peach Pit","Hot Knifer",49,248.7,0.644,0.247,6,-8.813,0,0.0368,0.927,0.0264,0.115,0.0876,124.667,4
"riesgovictoria",2020-09-15,"Methyl Ethel","No. 28",0,242,0.554,0.68,2,-5.652,1,0.027,0.00636,0.0237,0.102,0.562,116.013,4
"1294274344",2020-09-15,"Neko Case","This Tornado Loves You",41,199.2,0.479,0.714,7,-4.99,1,0.034,0.596,2.35e-06,0.112,0.283,132.966,4
"thetopher",2020-09-15,"Gang of Youths","The Heart Is a Muscle - Radio Edit",45,214.4,0.551,0.896,11,-4.905,1,0.0443,0.0049,0.00514,0.252,0.54,106.483,4
"1266464675",2020-09-15,"Panda Bear","Boys Latin",44,252.3,0.423,0.858,1,-6.002,1,0.0564,0.407,0.000661,0.806,0.522,90.056,4
"1266464675",2020-09-16,"Elvis Presley","Crawfish",38,109,0.816,0.301,9,-14.754,0,0.275,0.752,0,0.115,0.721,120.39,4
"fadedshadow589",2020-09-16,"half•alive","arrow",57,222.7,0.797,0.606,7,-6.41,1,0.0938,0.00549,9.62e-05,0.0954,0.77,99.982,4
"1294274344",2020-09-17,"Kate Bush","The Big Sky - 2018 Remaster",39,275.9,0.531,0.859,0,-12.973,0,0.0512,0.0598,0.402,0.176,0.489,122.797,4
"1223847557",2020-09-17,"The Cars","Moving in Stereo",56,286.1,0.718,0.543,4,-11.238,1,0.0372,0.0606,0.0988,0.0646,0.37,115.522,4
"",2020-09-17,"R.E.M.","Beat A Drum",27,260.6,0.528,0.652,5,-5.628,1,0.0277,0.228,0.0297,0.163,0.338,107.129,4
"andrewjsa",2020-09-17,"Monsune","MOUNTAIN",38,279.6,0.407,0.674,2,-9.618,1,0.058,0.469,0.128,0.114,0.303,140.094,4
"1266464675",2020-09-17,"Prince","7",39,310.5,0.747,0.749,9,-6.255,1,0.0563,0.0917,0,0.0444,0.563,100.722,4
"1294274344",2020-09-17,"Destroyer","Beggars Might Ride",2,165.8,0.572,0.416,9,-10.918,1,0.0432,0.0815,5.74e-05,0.101,0.542,127.946,4
"riesgovictoria",2020-09-18,"Froth","Oaxaca",0,263.2,0.3,0.697,9,-8.499,0,0.0289,0.00852,0.761,0.0844,0.469,98.467,3
"fadedshadow589",2020-09-18,"Shura","Touch",55,214.6,0.731,0.662,9,-11.58,0,0.255,0.568,0.00102,0.22,0.432,89.927,4
"",2020-09-18,"Steve Winwood","Higher Love",67,351.5,0.696,0.78,5,-12.159,1,0.0415,0.0427,0.149,0.298,0.954,98.699,4
"1294274344",2020-09-18,"Dehd","Loner",50,192.3,0.652,0.709,7,-5.88,1,0.0355,0.396,0.00012,0.28,0.772,148.192,4
"fadedshadow589",2020-09-19,"dodie","Human",51,202.7,0.665,0.287,8,-14.923,1,0.04,0.938,0.149,0.103,0.386,133.924,4
"",2020-09-19,"Gin Blossoms","Until I Fall Away",25,232.5,0.58,0.863,1,-5.024,0,0.0312,0.0021,0.00959,0.055,0.729,122.777,4
"1266464675",2020-09-19,"The Modern Lovers","Hey There Little Insect - Live",18,169.8,0.645,0.396,5,-20.107,1,0.0742,0.557,0.316,0.686,0.761,104.352,4
"fadedshadow589",2020-09-19,"alt-J","Breezeblocks",72,227.1,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071,4
"andrewjsa",2020-09-20,"Whiskey Myers","Dogwood",47,253.5,0.34,0.832,7,-5.181,1,0.036,0.00918,0.000486,0.353,0.525,186.034,4
"fadedshadow589",2020-09-20,"Tim McGraw","It Doesn't Get Any Countrier Than This",28,151.3,0.608,0.85,9,-9.154,1,0.0313,0.115,2.92e-06,0.143,0.839,145.009,4
"1294274344",2020-09-20,"Neko Case","Set Out Running",27,180.5,0.505,0.454,2,-6.229,1,0.0247,0.13,0,0.124,0.118,97.317,3
"1266464675",2020-09-20,"Gillian Welch","Black Star",36,318.9,0.513,0.346,9,-10.71,1,0.0296,0.772,0.00152,0.713,0.219,134.544,4
"thetopher",2020-09-20,"Daniel Romano","Time Forgot (To Change My Heart)",35,240.2,0.483,0.481,6,-9.086,0,0.0259,0.112,0,0.288,0.456,79.535,4
"",2020-09-21,"Ab-Soul","Hunnid Stax (feat. ScHoolboy Q)",43,203.5,0.677,0.599,10,-10.917,0,0.32,0.0391,0,0.451,0.631,134.22,4
"1266464675",2020-09-21,"Miriam Makeba","Pata Pata - Mono Version",22,179.9,0.837,0.853,8,-5.417,1,0.044,0.61,2.74e-06,0.0828,0.975,126.846,4
"1294274344",2020-09-21,"Kurt Vile","I'm an Outlaw",0,261.7,0.768,0.879,5,-7.474,0,0.0272,0.151,0.785,0.0775,0.966,113.698,4
"fadedshadow589",2020-09-21,"Brand New","Sowing Season (Yeah)",48,270.7,0.475,0.703,4,-4.135,0,0.0393,0.00946,0.0911,0.203,0.203,114.297,3
"andrewjsa",2020-09-22,"Julia Jacklin","Don't Know How To Keep Loving You",49,333,0.589,0.419,5,-6.524,0,0.0275,0.213,0.000187,0.106,0.154,132.121,4
"",2020-09-23,"Jimmy Eat World","Sweetness",32,218.8,0.379,0.954,5,-2.944,1,0.0648,0.0232,0,0.365,0.383,135.338,4
"thetopher",2020-09-23,"The Dandy Warhols","Bohemian Like You",68,211.7,0.584,0.931,9,-6.158,1,0.0344,0.00315,0.772,0.133,0.694,131.275,4
"1266464675",2020-09-23,"Ween","Little Birdy",0,211,0.709,0.476,1,-13.132,1,0.0501,0.0988,2.63e-06,0.0834,0.61,57.908,4
"fadedshadow589",2020-09-24,"Nena","99 Red Balloons",54,230.7,0.709,0.49,4,-6.935,1,0.0526,0.0689,0,0.114,0.566,96.985,4
"",2020-09-24,"Ghost","Faith",49,269.7,0.355,0.822,9,-6.254,1,0.0512,0.000519,0.0719,0.258,0.23,183.894,4
"thetopher",2020-09-24,"They Might Be Giants","You're on Fire",42,161.7,0.666,0.836,4,-4.206,1,0.0254,0.000551,0.000482,0.136,0.955,104.068,4
"1266464675",2020-09-24,"R.B. Morris","Red Sky",0,207.6,0.373,0.256,2,-11.331,1,0.0296,0.366,3.65e-05,0.0822,0.375,124.95,3
"1294274344",2020-09-25,"The Mountain Goats","The Best Ever Death Metal Band in Denton",18,157,0.383,0.643,2,-7.659,1,0.0393,0.762,0.0095,0.386,0.78,62.266,4
"fadedshadow589",2020-09-25,"Peter Manos","In My Head",0,214.5,0.499,0.181,9,-15.359,0,0.0429,0.745,0.00123,0.106,0.0747,111.956,4
"",2020-09-25,"Muse","Plug in Baby",52,218,0.408,0.965,2,-4.232,1,0.05,6.94e-06,0.000402,0.11,0.349,136.018,4
"1266464675",2020-09-26,"Various Artists","My Little Rooster",16,109.3,0.694,0.00987,2,-23.669,1,0.0702,0.993,0.00328,0.123,0.706,69.872,4
"f845vf3d0waba521bdjcidkqu",2020-09-26,"Galaxie 500","Tugboat",49,236.9,0.285,0.89,0,-8.143,1,0.0405,0.153,0.492,0.113,0.323,115.988,4
"fadedshadow589",2020-09-26,"Bad Lip Reading","Seagulls! (Stop It Now)",56,192.5,0.935,0.686,10,-5.797,0,0.115,0.0534,2.97e-05,0.0851,0.746,120.008,4
"1266464675",2020-09-26,"iamamiwhoami","Play",0,314.8,0.273,0.655,8,-7.257,1,0.0733,0.205,0.949,0.0797,0.278,114.121,3
"riesgovictoria",2020-09-26,"Architecture In Helsinki","Heart It Races - Cover Version",62,233.1,0.705,0.474,10,-13.081,1,0.0391,0.443,0.0553,0.338,0.756,98.612,4
"thetopher",2020-09-26,"Talk Talk","Eden - 1997 Remaster",38,394.7,0.256,0.187,1,-17.251,1,0.0337,0.512,0.368,0.138,0.04,166.002,4
"thetopher",2020-09-27,"Bruce Springsteen","Nebraska",46,269.8,0.377,0.0687,6,-15.9,1,0.0326,0.552,0.0239,0.383,0.151,129.486,4
"andrewjsa",2020-09-27,"Tyler Childers","Tattoos",61,203.4,0.333,0.457,9,-7.295,1,0.0307,0.241,0.0399,0.16,0.279,172.143,4
"1294274344",2020-09-27,"The Breeders","Drivin' on 9",0,202.3,0.631,0.391,7,-13.652,1,0.0294,0.49,0.548,0.264,0.534,120.8,4
"riesgovictoria",2020-09-27,"Johnny Cash","Jackson",65,165.8,0.741,0.615,0,-8.072,1,0.0358,0.519,0.000344,0.408,0.799,128.496,4
"1266464675",2020-09-27,"Carolina Chocolate Drops","Hit 'Em up Style",45,236.6,0.577,0.806,0,-6.521,1,0.0661,0.778,0,0.371,0.893,95.49,4
"fadedshadow589",2020-09-27,"Ben Howard","Old Pine",68,328.5,0.401,0.364,5,-10.836,1,0.033,0.45,0.0503,0.162,0.224,129.57,4
"",2020-09-28,"Ghost","Witch Image",44,210.3,0.553,0.826,0,-5.819,0,0.0344,0.000438,0.00344,0.0823,0.468,119.984,4
"1266464675",2020-09-28,"The Smiths","This Charming Man - 2011 Remaster",73,162.9,0.611,0.846,11,-5.9,1,0.0436,0.00509,0,0.0784,0.751,103.912,4
"andrewjsa",2020-09-28,"Oligarkh","<U+0412><U+043E><U+0441><U+043A><U+0440><U+0435><U+0441>",5,255.1,0.236,0.906,1,-6.625,1,0.39,0.0018,0.118,0.321,0.227,169.653,4
"",2020-09-29,"Rammstein","Engel",61,264.3,0.637,0.658,2,-5.775,1,0.0291,0.00918,0.00229,0.295,0.328,96.072,4
"1294274344",2020-09-29,"Slow Pulp","High",55,152.6,0.545,0.434,10,-8.326,1,0.0292,0.157,2.63e-05,0.0828,0.234,139.828,4
"1266464675",2020-09-30,"Future Islands","Candles",0,236.6,0.741,0.475,0,-9.973,1,0.0471,0.00676,0.0281,0.124,0.143,109.984,4
"riesgovictoria",2020-09-30,"Cherry Glazerr","Ohio",39,171.8,0.352,0.847,0,-2.537,1,0.0501,0.00957,0.197,0.293,0.219,178.07,4
"thetopher",2020-09-30,"Little Simz","Selfish",58,226.1,0.748,0.641,6,-6.485,0,0.0708,0.478,0.00246,0.114,0.829,100.063,4
"",2020-09-30,"Theory of a Deadman","Hate My Life",59,190.5,0.508,0.828,1,-4.065,1,0.033,0.0162,0,0.266,0.449,125.868,4
"andrewjsa",2020-09-30,"Jason Isbell and the 400 Unit","Alabama Pines",53,231.9,0.474,0.556,4,-10.125,1,0.0314,0.327,0,0.111,0.258,100.261,4
"1266464675",2020-09-30,"Korey Dane","Lovesick in a Hotel Wildfire",0,196.3,0.279,0.881,9,-5.954,1,0.058,0.000299,0.782,0.0557,0.635,169.469,4
"fadedshadow589",2020-09-30,"Jordy Maxwell","Mountains (feat. Keeley Connolly)",30,292.1,0.329,0.194,10,-12.228,1,0.0294,0.847,0.0042,0.178,0.133,95.656,3
"",2020-10-03,"Tigers Jaw","June",46,203.5,0.5,0.849,1,-4.309,0,0.0332,0.000189,0.000994,0.123,0.407,121.003,4
"",2020-10-05,"Basement","Stigmata",35,215.4,0.233,0.882,4,-3.497,1,0.0687,0.00761,0.000905,0.14,0.188,185.272,4
"",2020-10-06,"Basement","Be Here Now",35,209.5,0.449,0.979,1,-1.531,1,0.0742,1.25e-05,0.118,0.244,0.413,155.013,4
"",2020-10-07,"Infant Annihilator","Blasphemian",45,444.7,0.176,0.953,10,-3.418,0,0.314,0.000407,0.834,0.088,0.0395,80.476,4
"mjpotter8333",2020-11-01,"Mr Little Jeans","The Suburbs",50,307.1,0.494,0.439,2,-11.16,1,0.0577,0.23,0.00689,0.0966,0.487,70.049,4
"mjpotter8333",2020-12-24,"Sorority Noise","A Portrait Of",43,210.3,0.251,0.729,1,-5.433,1,0.0604,0.00163,0.00813,0.0872,0.353,165.362,4
"fadedshadow589",2020-10-01,"The Neighbourhood","Sweater Weather",87,240.4,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
"thetopher",2020-10-01,"Misfits","Halloween",45,112.4,0.381,0.938,0,-9.008,1,0.0757,0.0172,0,0.271,0.0954,108.735,4
"1266464675",2020-10-01,"The Cramps","Goo Goo Muck",45,186,0.582,0.767,4,-11.38,0,0.0297,0.288,0.0789,0.0606,0.736,141.683,4
"1294274344",2020-10-01,"Alexandra Savior","'Til You're Mine",38,213,0.627,0.788,6,-7.676,0,0.0352,0.0466,0.00395,0.131,0.798,107.051,4
"andrewjsa",2020-10-01,"Acid Bath","Venus Blue",30,282,0.381,0.818,10,-10.135,0,0.0556,0.000224,0.00491,0.0991,0.46,121.987,4
"riesgovictoria",2020-10-01,"Gerard Way","Baby You're a Haunted House",56,166.4,0.476,0.983,1,-3.282,1,0.0687,0.00182,1.86e-05,0.294,0.723,120.022,4
"fadedshadow589",2020-10-01,"Michael Jackson","Somebody's Watching Me - Single Version",4,237.8,0.767,0.712,1,-4.128,0,0.0324,0.0409,8.08e-05,0.132,0.804,124.092,4
"fadedshadow589",2020-10-02,"Florence + The Machine","Howl",51,214.1,0.58,0.873,0,-4.025,1,0.0628,0.00604,0.000885,0.165,0.297,130.013,4
"1294274344",2020-10-02,"St. Vincent","Black Rainbow",0,251.4,0.465,0.4,1,-10.66,1,0.0488,0.682,0.623,0.18,0.235,200.251,4
"claireesmith94",2020-10-03,"Marika Hackman","My Lover Cindy",0,191.1,0.568,0.532,2,-8.754,1,0.0368,0.0623,0.0273,0.0928,0.369,134.883,4
"riesgovictoria",2020-10-03,"Eagles","Witchy Woman - 2013 Remaster",57,250.9,0.555,0.568,2,-12.205,0,0.0341,0.364,0.00167,0.116,0.583,98.507,4
"andrewjsa",2020-10-03,"Jesse Stewart","Another Last Chance",26,301.2,0.563,0.425,4,-9.923,0,0.0367,0.85,0.00245,0.281,0.181,86.297,4
"claireesmith94",2020-10-04,"Big Star","Thirteen",51,154.7,0.457,0.268,0,-14.371,0,0.0319,0.674,5.77e-06,0.11,0.348,117.141,4
"1266464675",2020-10-04,"Johnny Cash","(Ghost) Riders in the Sky",62,224.8,0.572,0.668,10,-9.382,0,0.0361,0.355,0.0379,0.223,0.56,109.511,4
"riesgovictoria",2020-10-04,"Dead Man's Bones","My Body's a Zombie For You",39,271,0.413,0.559,9,-9.044,0,0.0622,0.529,0.0675,0.617,0.306,96.752,3
"thetopher",2020-10-05,"Thrice","The Red Death",28,134.7,0.373,0.954,8,-5.811,0,0.0753,8.03e-05,0.00363,0.328,0.696,114.325,4
"fadedshadow589",2020-10-05,"Mighty Oaks","Dreamers",38,207.5,0.52,0.619,1,-6.86,1,0.0318,0.0166,0,0.173,0.429,157.966,3
"fadedshadow589",2020-10-06,"Escondido","Try",39,217.7,0.282,0.456,0,-10.705,1,0.0333,0.773,0.00557,0.11,0.169,127.975,4
"riesgovictoria",2020-10-06,"Tegan and Sara","Walking with a Ghost",53,150.3,0.788,0.541,6,-5.987,0,0.0387,0.125,0.000231,0.0679,0.928,118.058,4
"thetopher",2020-10-07,"Future Of The Left","Manchasm",0,234.2,0.673,0.808,9,-4.014,1,0.0463,0.0241,0.00857,0.0698,0.932,147.163,4
"1294274344",2020-10-07,"Neko Case","Look For Me (I'll Be Around)",29,201.1,0.356,0.291,11,-11.42,0,0.033,0.288,0.00247,0.14,0.0688,155.089,3
"andrewjsa",2020-10-07,"James Blake","You're Too Precious",57,223.9,0.684,0.477,1,-9.458,1,0.14,0.886,0.366,0.103,0.297,149.89,3
"fadedshadow589",2020-10-07,"stef","Voodoo",18,190.7,0.639,0.56,9,-4.983,0,0.0665,0.259,1.85e-05,0.319,0.315,101.973,4
"1266464675",2020-10-07,"Screamin' Jay Hawkins","I Put a Spell On You",50,144.9,0.733,0.399,10,-12.086,0,0.094,0.59,0.0254,0.0766,0.9,173.781,3
"riesgovictoria",2020-10-07,"Fleetwood Mac","Seven Wonders - 2017 Remaster",66,222.4,0.707,0.625,4,-9.529,1,0.0303,0.0259,5.42e-05,0.104,0.634,119.049,4
"thetopher",2020-10-08,"Wild Pink","There Is a Ledger",17,214.9,0.749,0.452,4,-8.724,1,0.0341,0.0148,0.401,0.0939,0.623,114.98,4
"andrewjsa",2020-10-08,"Matt Heckler","Haw River Ballad",36,152.6,0.469,0.668,2,-5.255,1,0.0319,0.788,0.000204,0.152,0.851,139.563,4
"thetopher",2020-10-09,"Myuu","The Exorcist Theme (Tubular Bells)",14,194.3,0.467,0.581,6,-16.835,0,0.0378,0.983,0.894,0.109,0.226,146.986,4
"fadedshadow589",2020-10-09,"The Barr Brothers","Even the Darkness Has Arms",57,230.5,0.508,0.652,11,-13.102,1,0.0429,0.813,0.148,0.29,0.746,101.313,4
"andrewjsa",2020-10-10,"Dale Hollow","Fools Rush In",12,247.7,0.472,0.891,2,-5.34,1,0.0378,0.0032,3.02e-05,0.233,0.804,158.041,4
"fadedshadow589",2020-10-10,"Midnight Syndicate","Darkness Descends",22,126.2,0.458,0.204,10,-28.965,0,0.0312,0.887,0.81,0.114,0.238,99.972,4
"1294274344",2020-10-11,"Timber Timbre","This Low Commotion",24,306.1,0.311,0.545,0,-5.616,1,0.0307,0.231,0.357,0.253,0.13,168.596,3
"riesgovictoria",2020-10-12,"Bauhaus","Bela Lugosi Is Dead",0,577.1,0.452,0.73,6,-13.182,1,0.0518,0.00333,0.791,0.694,0.619,149.55,4
"1266464675",2020-10-13,"Marty Robbins","Devil Woman",48,172.7,0.684,0.277,4,-13.1,1,0.0533,0.921,6.54e-06,0.124,0.642,145.155,4
"1266464675",2020-10-13,"The Specials","Ghost Town",0,219.3,0.665,0.766,10,-9.454,0,0.0505,0.0492,0.338,0.113,0.905,73.683,4
"1266464675",2020-10-14,"Outkast","Dracula's Wedding (feat. Kelis)",39,152.4,0.771,0.649,10,-6.91,0,0.0497,0.296,0.000238,0.147,0.661,101.934,4
"fadedshadow589",2020-10-14,"Ramones","Pet Sematary",49,210.3,0.468,0.825,2,-12.853,0,0.0365,0.00159,0.000169,0.143,0.661,148.295,4
"riesgovictoria",2020-10-14,"Ozzy Osbourne","No More Tears",66,443.2,0.346,0.749,6,-6.506,1,0.035,0.00167,8.86e-05,0.648,0.315,102.591,4
"1266464675",2020-10-16,"Stray Cats","Stray Cat Strut",51,198,0.679,0.609,0,-9.482,0,0.0347,0.0957,0.00113,0.0474,0.695,132.467,4
"claireesmith94",2020-10-16,"Porches","Patience",30,151.9,0.501,0.271,0,-8.199,1,0.0284,0.724,6.51e-05,0.0869,0.205,115.932,4
"1266464675",2020-10-17,"Howlin' Wolf","Evil (Is Going On)",38,173.7,0.5,0.256,0,-19.64,1,0.185,0.764,0.000308,0.0754,0.726,159.608,3
"1294274344",2020-10-18,"Massive Attack","Black Milk",51,381.7,0.56,0.455,1,-11.221,0,0.0304,0.00575,0.757,0.219,0.44,168.081,4
"1266464675",2020-10-18,"Bob Dylan","Man in the Long Black Coat",49,273.2,0.605,0.297,6,-12.528,0,0.0417,0.00889,0.000286,0.116,0.0998,154.523,3
"andrewjsa",2020-10-18,"Scott H. Biram","Sinkin' Down",25,254.2,0.351,0.789,0,-7.446,1,0.295,0.0935,0.634,0.0723,0.626,104.187,4
"thetopher",2020-10-19,"Unwound","October All Over",30,299.4,0.536,0.693,6,-9.509,0,0.0303,0.132,0.557,0.617,0.536,122.724,4
"andrewjsa",2020-10-19,"Dale Hollow","A Father Knows Best",8,203.5,0.427,0.323,9,-10.329,1,0.0425,0.579,0.000541,0.228,0.175,124.591,3
"1266464675",2020-10-20,"The White Stripes","Little Ghost",0,138.9,0.601,0.727,9,-6.611,1,0.0398,0.65,0,0.281,0.516,135.086,4
"1294274344",2020-10-20,"Jess Williamson","Devil’s Girl",29,281.7,0.474,0.056,4,-14.495,0,0.0427,0.963,1.13e-05,0.111,0.21,134.73,4
"fadedshadow589",2020-10-20,"half•alive","The Fall",63,186.9,0.656,0.741,0,-6.135,1,0.0505,0.0307,0.000147,0.0709,0.549,82.988,4
"thetopher",2020-10-21,"Labrinth","Mount Everest",44,157.5,0.46,0.426,0,-7.286,0,0.218,0.232,0.0754,0.0847,0.432,88.802,4
"1266464675",2020-10-23,"Silver Apples","The Edge Of Wonder",16,238.1,0.615,0.311,7,-21.045,1,0.042,0.923,0.563,0.0817,0.419,120,4
"thetopher",2020-10-24,"John K. Samson","Postdoc Blues",31,203.1,0.665,0.797,10,-9.172,1,0.0419,0.124,0.0173,0.0958,0.717,143.176,4
"1294274344",2020-10-24,"The Breeders","Buffy Theme",0,74.3,0.163,0.977,9,-7.676,1,0.13,0.000219,0.826,0.0784,0.0637,192.423,4
"fadedshadow589",2020-10-24,"Dave Matthews","Gravedigger",40,234.2,0.331,0.706,9,-5.887,0,0.0528,0.331,2.01e-06,0.101,0.414,170.089,4
"1266464675",2020-10-25,"David Bowie","Lazarus",57,382.4,0.66,0.695,9,-6.896,0,0.029,0.0466,0.145,0.0854,0.506,129.972,4
"1294274344",2020-10-27,"La Luz","The Creature",0,208.8,0.476,0.711,9,-4.547,1,0.0276,0.00402,0.207,0.104,0.528,99.644,4
"1266464675",2020-10-28,"Yeah Yeah Yeahs","Skeletons",36,302.2,0.234,0.584,7,-8.187,1,0.0338,0.00217,0.407,0.36,0.0393,95.858,4
"1266464675",2020-10-31,"Tom Waits","Way Down In The Hole",42,210.3,0.584,0.0777,6,-19.234,0,0.204,0.847,1e-05,0.115,0.557,125.917,4
"thetopher",2020-10-31,"Backxwash","Spells",35,143.9,0.648,0.663,8,-7.399,0,0.0486,0.0115,0.00019,0.247,0.216,157.99,4
"1266464675",2020-11-01,"The National","Mr. November",0,240.5,0.417,0.879,7,-4.187,1,0.0454,0.0234,1.74e-06,0.183,0.707,146.165,4
"andrewjsa",2020-11-01,"Frances Cone","'93 or '94",34,197.3,0.403,0.445,0,-8.997,1,0.0537,0.372,0.000103,0.143,0.433,70.451,4
"1266464675",2020-11-02,"Radclyffe-Hall","Should've Never Met You",0,240,0.591,0.777,9,-5.199,0,0.0521,0.0925,0.0252,0.232,0.615,123.984,4
"fadedshadow589",2020-11-04,"Billie Eilish","lovely (with Khalid)",86,200.2,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,4
"thetopher",2020-11-08,"Tunng","Death is the New Sex",25,254.4,0.566,0.459,7,-10.733,1,0.0256,0.0646,0.224,0.112,0.308,99.917,4
"1266464675",2020-11-08,"Spiritualized","Ladies and Gentlemen We Are Floating in Space",56,234.1,0.378,0.409,2,-11.468,1,0.0337,0.753,0.000528,0.234,0.184,100.087,3
"1266464675",2020-11-09,"Malcolm Holcombe","Justice In A Cradle",2,267.3,0.456,0.303,8,-13.856,1,0.0416,0.314,1.09e-05,0.1,0.445,188.908,4
"andrewjsa",2020-05-25,"Foreign Air","Used To You",44,182.9,0.645,0.539,7,-6.299,1,0.089,0.0756,0.00816,0.363,0.318,146.985,4
"1294274344",2020-05-26,"Snail Mail","Heat Wave",0,308.3,0.504,0.682,9,-5.702,1,0.0332,2e-04,0.00205,0.147,0.207,123.848,4
"thetopher",2020-05-26,"ODB","Shimmy Shimmy Ya",66,161.4,0.814,0.481,0,-5.183,1,0.245,0.097,3.83e-05,0.0495,0.193,96.252,4
"",2020-05-27,"Best Coast","When I'm With You",49,178.1,0.137,0.821,7,-4.59,1,0.0548,0.445,0.757,0.309,0.306,145.166,4
